CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,FIRE,FIREORGIN,CASEWGT,PSUSTRAT,VERSION
27014,18,71,1-18-2022-071-06,6,1,0,0,256.1382628,6,7
27014,18,71,1-18-2022-071-06,6,2,0,0,256.1382628,6,7
27015,18,72,1-18-2022-072-03,3,1,0,0,112.491953,6,7
27015,18,72,1-18-2022-072-03,3,2,0,0,112.491953,6,7
27017,66,73,1-66-2022-073-10,10,1,0,0,1240.464404,6,7
27754,28,91,1-28-2022-091-04,4,1,0,0,474.7993648,3,7
27755,73,109,1-73-2022-109-01,1,1,0,0,38.36426418,3,7
27756,73,110,1-73-2022-110-01,1,1,0,0,38.36426418,3,7
27757,73,111,1-73-2022-111-06,6,1,0,0,399.3544614,3,7
27758,27,83,1-27-2022-083-07,7,1,0,0,390.0204642,3,7
27758,27,83,1-27-2022-083-07,7,2,0,0,390.0204642,3,7
27759,27,84,1-27-2022-084-03,3,2,0,0,49.96243217,3,7
27759,27,84,1-27-2022-084-03,3,1,0,0,49.96243217,3,7
27761,18,95,1-18-2022-095-03,3,1,0,0,367.2759881,6,7
27761,18,95,1-18-2022-095-03,3,2,0,0,367.2759881,6,7
27762,15,61,1-15-2022-061-04,4,1,0,0,1208.85309,1,7
27763,26,101,1-26-2022-101-05,5,1,0,0,120.1370537,10,7
27764,26,102,1-26-2022-102-02,2,4,0,0,43.52982538,10,7
27764,26,102,1-26-2022-102-02,2,2,0,0,43.52982538,10,7
27764,26,102,1-26-2022-102-02,2,3,0,0,43.52982538,10,7
27765,18,96,1-18-2022-096-06,6,1,0,0,836.2681152,6,7
27765,18,96,1-18-2022-096-06,6,2,0,0,836.2681152,6,7
27767,21,59,1-21-2022-059-03,3,1,0,0,1571.388253,11,7
27767,21,59,1-21-2022-059-03,3,2,0,0,1571.388253,11,7
27768,29,36,1-29-2022-036-07,7,3,0,0,5358.054446,2,7
27769,29,37,1-29-2022-037-03,3,1,0,0,794.3278558,2,7
27769,29,37,1-29-2022-037-03,3,2,0,0,794.3278558,2,7
27771,20,207,1-20-2022-207-07,7,1,0,0,1214.361743,11,7
27772,20,208,1-20-2022-208-03,3,1,0,0,181.7228511,11,7
27772,20,208,1-20-2022-208-03,3,2,0,0,181.7228511,11,7
27773,20,209,1-20-2022-209-06,6,1,0,0,453.1290556,11,7
27774,31,82,1-31-2022-082-08,8,1,0,0,266.8338251,6,7
27775,31,83,1-31-2022-083-04,4,1,0,0,472.0554719,6,7
27777,76,88,1-76-2022-088-08,8,2,0,0,24.10425266,3,7
27778,30,100,1-30-2022-100-03,3,1,0,0,2221.071049,10,7
27778,30,100,1-30-2022-100-03,3,2,0,0,2221.071049,10,7
27779,66,97,1-66-2022-097-07,7,1,0,0,138.884824,6,7
27780,48,38,1-48-2022-038-03,3,1,0,0,220.0659557,12,7
27781,77,93,1-77-2022-093-04,4,1,0,0,2786.632085,9,7
27781,77,93,1-77-2022-093-04,4,2,0,0,2786.632085,9,7
27782,77,94,1-77-2022-094-05,5,1,0,0,103.8299999,9,7
27783,54,88,1-54-2022-088-08,8,2,0,0,320.0052703,9,7
27783,54,88,1-54-2022-088-08,8,1,0,0,320.0052703,9,7
27784,54,89,1-54-2022-089-05,5,2,0,0,110.5370036,9,7
27785,17,115,1-17-2022-115-04,4,1,0,0,320.8346035,4,7
27786,17,116,1-17-2022-116-06,6,1,0,0,243.4074182,4,7
27787,17,117,1-17-2022-117-07,7,1,0,0,884.8319237,4,7
27788,12,65,1-12-2022-065-03,3,2,0,0,995.2535305,9,7
27788,12,65,1-12-2022-065-03,3,1,0,0,995.2535305,9,7
27789,12,66,1-12-2022-066-03,3,1,0,0,995.2535305,9,7
27791,59,88,1-59-2022-088-04,4,1,0,0,296.4424465,6,7
27793,19,155,1-19-2022-155-08,8,1,0,0,169.5119093,9,7
27794,19,156,1-19-2022-156-03,3,1,0,0,161.350547,9,7
27795,11,81,1-11-2022-081-08,8,1,0,0,588.5888906,8,7
27796,11,82,1-11-2022-082-01,1,1,0,0,89.91862376,8,7
27798,24,119,1-24-2022-119-02,2,1,0,0,62.5359396,1,7
27799,24,120,1-24-2022-120-05,5,1,0,0,131.581605,1,7
27019,24,101,1-24-2022-101-03,3,1,0,0,121.9565313,1,7
27019,24,101,1-24-2022-101-03,3,2,0,0,121.9565313,1,7
27020,66,75,1-66-2022-075-04,4,1,0,0,147.6371277,6,7
27021,24,102,1-24-2022-102-04,4,1,0,0,514.8370862,1,7
27022,31,63,1-31-2022-063-04,4,2,0,0,224.4262516,6,7
27024,20,158,1-20-2022-158-01,1,1,0,0,36.98580048,11,7
27027,20,161,1-20-2022-161-03,3,2,0,0,91.92497934,11,7
27029,15,33,1-15-2022-033-01,1,1,0,0,30.08455645,1,7
27033,15,35,1-15-2022-035-06,6,2,0,0,523.8245604,1,7
27036,22,25,1-22-2022-025-01,1,1,0,0,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,0,0,53.68557432,12,7
27037,29,22,1-29-2022-022-04,4,1,0,0,854.9771946,2,7
27037,29,22,1-29-2022-022-04,4,2,0,0,854.9771946,2,7
27039,73,80,1-73-2022-080-06,6,1,0,0,79.14764925,3,7
27039,73,80,1-73-2022-080-06,6,2,0,0,79.14764925,3,7
27040,73,81,1-73-2022-081-07,7,1,0,0,264.9954101,3,7
27041,73,82,1-73-2022-082-06,6,1,0,0,79.14764925,3,7
27043,77,70,1-77-2022-070-05,5,1,0,0,65.73259221,9,7
27044,27,68,1-27-2022-068-08,8,1,0,0,33.22788417,3,7
27045,16,79,1-16-2022-079-10,10,1,0,0,8655.885088,5,7
27047,17,80,1-17-2022-080-04,4,1,0,0,306.4459837,4,7
27047,17,80,1-17-2022-080-04,4,2,0,0,306.4459837,4,7
27048,14,70,1-14-2022-070-06,6,1,0,0,1132.944446,8,7
27048,14,70,1-14-2022-070-06,6,2,0,0,1132.944446,8,7
27049,20,162,1-20-2022-162-09,9,1,0,0,487.8604963,11,7
27049,20,162,1-20-2022-162-09,9,2,0,0,487.8604963,11,7
27050,48,26,1-48-2022-026-03,3,1,0,0,111.6824989,12,7
27052,77,72,1-77-2022-072-04,4,2,0,0,1237.715081,9,7
27053,59,62,1-59-2022-062-03,3,2,0,0,154.3442861,6,7
27055,59,64,1-59-2022-064-01,1,1,0,0,63.48521921,6,7
27056,17,81,1-17-2022-081-10,10,2,0,0,824.1741253,4,7
27057,17,82,1-17-2022-082-07,7,1,0,0,402.262392,4,7
27058,17,83,1-17-2022-083-08,8,1,0,0,107.825871,4,7
27059,54,68,1-54-2022-068-08,8,2,0,0,179.6206875,9,7
27060,54,69,1-54-2022-069-10,10,1,0,0,1983.314587,9,7
27061,12,48,1-12-2022-048-05,5,1,0,0,263.4777562,9,7
27062,19,126,1-19-2022-126-07,7,2,0,0,893.4087619,9,7
27062,19,126,1-19-2022-126-07,7,3,0,0,893.4087619,9,7
27063,19,127,1-19-2022-127-03,3,1,0,0,132.0286589,9,7
27064,11,53,1-11-2022-053-02,2,1,0,0,67.0889176,8,7
27066,24,103,1-24-2022-103-03,3,1,0,0,168.1234528,1,7
27067,24,104,1-24-2022-104-06,6,1,0,0,419.2187221,1,7
27068,13,97,1-13-2022-097-03,3,1,0,0,1229.720174,7,7
27069,13,98,1-13-2022-098-03,3,2,0,0,1229.720174,7,7
27070,14,71,1-14-2022-071-03,3,2,0,0,6588.935932,8,7
27070,14,71,1-14-2022-071-03,3,1,0,0,6588.935932,8,7
27071,52,125,1-52-2022-125-03,3,1,0,0,237.1350708,12,7
27072,25,80,1-25-2022-080-04,4,1,0,0,392.5945881,2,7
27073,25,81,1-25-2022-081-06,6,1,0,0,319.4958883,2,7
27073,25,81,1-25-2022-081-06,6,2,0,0,319.4958883,2,7
27074,25,82,1-25-2022-082-03,3,1,0,0,138.3427748,2,7
27074,25,82,1-25-2022-082-03,3,2,0,0,138.3427748,2,7
27075,73,83,1-73-2022-083-10,10,1,0,0,2741.725861,3,7
27076,66,76,1-66-2022-076-06,6,1,0,0,207.0586551,6,7
27076,66,76,1-66-2022-076-06,6,2,0,0,207.0586551,6,7
27077,66,77,1-66-2022-077-04,4,1,0,0,367.5186261,6,7
27078,10,136,1-10-2022-136-05,5,1,0,0,35.84633604,4,7
27078,10,136,1-10-2022-136-05,5,2,0,0,35.84633604,4,7
27079,10,137,1-10-2022-137-04,4,1,0,0,606.1004576,4,7
27079,10,137,1-10-2022-137-04,4,2,0,0,606.1004576,4,7
27080,10,138,1-10-2022-138-04,4,2,0,0,606.1004576,4,7
27080,10,138,1-10-2022-138-04,4,1,0,0,606.1004576,4,7
27081,10,139,1-10-2022-139-03,3,2,0,0,194.6978961,4,7
27082,32,56,1-32-2022-056-05,5,1,0,0,689.4067988,7,7
27082,32,56,1-32-2022-056-05,5,2,0,0,689.4067988,7,7
27083,18,73,1-18-2022-073-01,1,1,0,0,64.43995551,6,7
27086,16,80,1-16-2022-080-09,9,2,0,0,1804.598799,5,7
27088,18,74,1-18-2022-074-08,8,1,0,0,395.226388,6,7
27089,31,64,1-31-2022-064-04,4,1,0,0,224.4262516,6,7
27090,31,65,1-31-2022-065-10,10,1,0,0,1059.088115,6,7
27092,33,26,1-33-2022-026-01,1,2,0,0,57.12275365,12,7
27092,33,26,1-33-2022-026-01,1,4,0,0,57.12275365,12,7
27094,15,37,1-15-2022-037-03,3,1,0,0,83.55396014,1,7
27097,20,163,1-20-2022-163-05,5,1,0,0,42.11201271,11,7
27098,20,164,1-20-2022-164-07,7,2,0,0,1424.778667,11,7
27099,20,165,1-20-2022-165-04,4,4,0,0,1065.389332,11,7
27100,20,166,1-20-2022-166-03,3,1,0,0,213.2106375,11,7
27101,21,49,1-21-2022-049-04,4,1,0,0,2698.789464,11,7
27102,22,27,1-22-2022-027-06,6,1,0,0,113.8535016,12,7
27106,15,38,1-15-2022-038-04,4,2,0,0,196.3847091,1,7
27107,30,83,1-30-2022-083-04,4,1,0,0,578.878635,10,7
27108,77,73,1-77-2022-073-03,3,1,0,0,329.6107549,9,7
27110,16,82,1-16-2022-082-06,6,2,0,0,980.1361203,5,7
27110,16,82,1-16-2022-082-06,6,1,0,0,980.1361203,5,7
27111,29,24,1-29-2022-024-04,4,1,0,0,2411.641116,2,7
27111,29,24,1-29-2022-024-04,4,2,0,0,2411.641116,2,7
27112,30,84,1-30-2022-084-07,7,2,0,0,1286.793788,10,7
27112,30,84,1-30-2022-084-07,7,1,0,0,1286.793788,10,7
27114,77,74,1-77-2022-074-03,3,1,0,0,338.4258635,9,7
27114,77,74,1-77-2022-074-03,3,2,0,0,338.4258635,9,7
27115,77,75,1-77-2022-075-06,6,1,0,0,770.5778984,9,7
27116,48,27,1-48-2022-027-04,4,1,0,0,841.3386569,12,7
27117,54,70,1-54-2022-070-02,2,1,0,0,170.2959935,9,7
27117,54,70,1-54-2022-070-02,2,2,0,0,170.2959935,9,7
27118,54,71,1-54-2022-071-03,3,1,0,0,237.3526148,9,7
27118,54,71,1-54-2022-071-03,3,2,0,0,237.3526148,9,7
27119,12,49,1-12-2022-049-09,9,2,0,0,315.9754264,9,7
27120,17,84,1-17-2022-084-04,4,1,0,0,455.8961199,4,7
27121,17,85,1-17-2022-085-07,7,1,0,0,1257.318994,4,7
27122,17,86,1-17-2022-086-03,3,1,0,0,149.7647865,4,7
27123,19,128,1-19-2022-128-10,10,1,0,0,3268.82675,9,7
27124,19,129,1-19-2022-129-09,9,2,0,0,489.829694,9,7
27125,19,130,1-19-2022-130-04,4,2,0,0,367.3895278,9,7
27126,19,131,1-19-2022-131-03,3,1,0,0,98.17456802,9,7
27127,11,55,1-11-2022-055-01,1,1,0,0,473.4392007,8,7
27129,14,73,1-14-2022-073-02,2,1,0,0,154.7892079,8,7
27130,24,105,1-24-2022-105-03,3,1,0,0,500.5102489,1,7
27130,24,105,1-24-2022-105-03,3,2,0,0,500.5102489,1,7
27131,76,77,1-76-2022-077-09,9,1,0,0,22.13539127,3,7
27134,52,126,1-52-2022-126-05,5,1,2,4,24.235258,12,7
27135,52,127,1-52-2022-127-01,1,2,0,0,29.6704539,12,7
27136,52,128,1-52-2022-128-06,6,1,0,0,394.4011032,12,7
27137,25,83,1-25-2022-083-09,9,1,0,0,1987.776189,2,7
27138,25,84,1-25-2022-084-03,3,1,0,0,442.4203714,2,7
27138,25,84,1-25-2022-084-03,3,2,0,0,442.4203714,2,7
27139,73,84,1-73-2022-084-05,5,1,0,0,39.65984706,3,7
27140,27,69,1-27-2022-069-03,3,1,0,0,33.7398826,3,7
27141,27,70,1-27-2022-070-06,6,1,0,0,76.82393884,3,7
27141,27,70,1-27-2022-070-06,6,2,0,0,76.82393884,3,7
27142,10,140,1-10-2022-140-06,6,1,0,0,265.7827378,4,7
27142,10,140,1-10-2022-140-06,6,2,0,0,265.7827378,4,7
27143,10,141,1-10-2022-141-06,6,1,0,0,265.7827377,4,7
27144,10,142,1-10-2022-142-03,3,1,0,0,115.0848032,4,7
27144,10,142,1-10-2022-142-03,3,2,0,0,115.0848032,4,7
27146,66,78,1-66-2022-078-07,7,1,0,0,463.0532135,6,7
27147,66,79,1-66-2022-079-08,8,1,0,0,149.5089471,6,7
27148,16,83,1-16-2022-083-10,10,1,0,0,5327.311813,5,7
27149,16,84,1-16-2022-084-07,7,1,0,0,2756.991941,5,7
27150,28,74,1-28-2022-074-09,9,1,0,0,150.9702067,3,7
27151,28,75,1-28-2022-075-06,6,1,0,0,60.04400863,3,7
27152,10,143,1-10-2022-143-06,6,1,0,0,265.7827378,4,7
27153,32,57,1-32-2022-057-02,2,1,0,0,250.9533166,7,7
27154,18,75,1-18-2022-075-06,6,1,0,0,338.2697501,6,7
27156,18,77,1-18-2022-077-08,8,1,0,0,156.0773682,6,7
27157,33,27,1-33-2022-027-10,10,1,0,0,4612.898282,12,7
27159,31,66,1-31-2022-066-06,6,1,0,0,462.1534104,6,7
27159,31,66,1-31-2022-066-06,6,2,0,0,462.1534104,6,7
27160,31,67,1-31-2022-067-04,4,1,0,0,698.6770813,6,7
27161,15,39,1-15-2022-039-05,5,1,0,0,30.31887035,1,7
27161,15,39,1-15-2022-039-05,5,2,0,0,30.31887035,1,7
27166,20,169,1-20-2022-169-03,3,2,0,0,54.28956412,11,7
27166,20,169,1-20-2022-169-03,3,3,0,0,54.28956412,11,7
27168,21,50,1-21-2022-050-08,8,1,0,0,1354.427316,11,7
27169,29,25,1-29-2022-025-04,4,1,0,0,6784.798612,2,7
27170,30,85,1-30-2022-085-03,3,1,0,0,770.9796866,10,7
27172,20,171,1-20-2022-171-06,6,2,0,0,135.3719622,11,7
27174,14,74,1-14-2022-074-07,7,2,0,0,8114.479872,8,7
27176,20,172,1-20-2022-172-03,3,3,0,0,54.28956412,11,7
27176,20,172,1-20-2022-172-03,3,4,0,0,54.28956412,11,7
27176,20,172,1-20-2022-172-03,3,2,0,0,54.28956412,11,7
27177,77,76,1-77-2022-076-06,6,1,0,0,1317.500157,9,7
27179,24,106,1-24-2022-106-02,2,1,0,0,85.32753996,1,7
27179,24,106,1-24-2022-106-02,2,2,0,0,85.32753996,1,7
27180,24,107,1-24-2022-107-01,1,2,0,0,177.7710636,1,7
27181,54,72,1-54-2022-072-04,4,1,0,0,2072.745481,9,7
27182,54,73,1-54-2022-073-05,5,2,0,0,110.5370036,9,7
27182,54,73,1-54-2022-073-05,5,1,0,0,110.5370036,9,7
27183,59,65,1-59-2022-065-03,3,1,0,0,231.3691224,6,7
27183,59,65,1-59-2022-065-03,3,2,0,0,231.3691224,6,7
27184,12,50,1-12-2022-050-03,3,1,0,0,1588.693245,9,7
27185,17,87,1-17-2022-087-04,4,2,0,0,284.69228,4,7
27187,17,89,1-17-2022-089-06,6,2,0,0,215.9873408,4,7
27188,48,28,1-48-2022-028-06,6,1,0,0,621.5186639,12,7
27189,19,132,1-19-2022-132-03,3,1,0,0,80.73587913,9,7
27189,19,132,1-19-2022-132-03,3,2,0,0,80.73587913,9,7
27190,19,133,1-19-2022-133-07,7,1,0,0,546.3218549,9,7
27191,19,134,1-19-2022-134-03,3,1,0,0,80.73587913,9,7
27191,19,134,1-19-2022-134-03,3,2,0,0,80.73587913,9,7
27192,19,135,1-19-2022-135-07,7,1,0,0,546.3218549,9,7
27193,11,56,1-11-2022-056-03,3,1,0,0,986.1221508,8,7
27193,11,56,1-11-2022-056-03,3,2,0,0,986.1221508,8,7
27194,11,57,1-11-2022-057-10,10,1,0,0,18009.6321,8,7
27195,13,101,1-13-2022-101-08,8,1,0,0,1417.932411,7,7
27196,13,102,1-13-2022-102-06,6,2,0,0,3068.784579,7,7
27197,76,78,1-76-2022-078-01,1,1,0,0,24.37424242,3,7
27197,76,78,1-76-2022-078-01,1,2,0,0,24.37424242,3,7
27198,14,75,1-14-2022-075-01,1,1,0,0,431.4311252,8,7
27198,14,75,1-14-2022-075-01,1,2,0,0,431.4311252,8,7
27199,52,129,1-52-2022-129-09,9,1,0,0,116.116628,12,7
27200,52,130,1-52-2022-130-03,3,2,0,0,20.85284947,12,7
27201,52,131,1-52-2022-131-06,6,1,0,0,47.48084191,12,7
27202,52,132,1-52-2022-132-09,9,2,0,0,116.116628,12,7
27203,28,76,1-28-2022-076-07,7,2,0,0,132.2845306,3,7
27203,28,76,1-28-2022-076-07,7,1,0,0,132.2845306,3,7
27205,10,144,1-10-2022-144-03,3,1,0,0,188.243499,4,7
27206,10,145,1-10-2022-145-06,6,2,0,0,434.7391761,4,7
27208,10,147,1-10-2022-147-03,3,1,0,0,188.2434991,4,7
27208,10,147,1-10-2022-147-03,3,2,0,0,188.2434991,4,7
27209,10,146,1-10-2022-146-09,9,1,0,0,1003.879492,4,7
27209,10,146,1-10-2022-146-09,9,3,0,0,1003.879492,4,7
27211,25,86,1-25-2022-086-03,3,1,0,0,138.4756331,2,7
27212,73,85,1-73-2022-085-04,4,2,0,0,197.5756409,3,7
27213,73,86,1-73-2022-086-03,3,2,0,0,49.01285736,3,7
27214,73,87,1-73-2022-087-05,5,1,0,0,23.59090556,3,7
27216,16,85,1-16-2022-085-03,3,1,0,0,579.7875733,5,7
27217,16,86,1-16-2022-086-06,6,1,0,0,1338.991111,5,7
27218,25,87,1-25-2022-087-04,4,1,0,0,392.9716186,2,7
27218,25,87,1-25-2022-087-04,4,2,0,0,392.9716186,2,7
27219,77,78,1-77-2022-078-09,9,1,0,0,2953.143225,9,7
27220,28,77,1-28-2022-077-04,4,1,0,0,68.78573772,3,7
27221,31,68,1-31-2022-068-06,6,1,0,0,210.5752517,6,7
27221,31,68,1-31-2022-068-06,6,2,0,0,210.5752517,6,7
27222,31,69,1-31-2022-069-05,5,1,0,0,164.2072074,6,7
27222,31,69,1-31-2022-069-05,5,2,0,0,164.2072074,6,7
27223,18,78,1-18-2022-078-02,2,1,0,0,56.84724494,6,7
27223,18,78,1-18-2022-078-02,2,4,0,0,56.84724494,6,7
27223,18,78,1-18-2022-078-02,2,5,0,0,56.84724494,6,7
27224,18,79,1-18-2022-079-08,8,1,1,4,256.8640829,6,7
27226,15,43,1-15-2022-043-03,3,2,0,0,70.70005042,1,7
27228,20,174,1-20-2022-174-03,3,1,0,0,102.5107805,11,7
27236,66,80,1-66-2022-080-08,8,1,0,0,251.1655083,6,7
27237,66,81,1-66-2022-081-02,2,1,0,0,146.3024086,6,7
27241,20,177,1-20-2022-177-07,7,1,0,0,685.0276085,11,7
27242,20,178,1-20-2022-178-07,7,1,0,0,685.0276085,11,7
27242,20,178,1-20-2022-178-07,7,2,0,0,685.0276085,11,7
27245,22,29,1-22-2022-029-06,6,1,0,0,167.1793351,12,7
27245,22,29,1-22-2022-029-06,6,2,0,0,167.1793351,12,7
27246,30,88,1-30-2022-088-03,3,1,0,0,365.4560142,10,7
27249,29,27,1-29-2022-027-02,2,2,0,0,41.43016448,2,7
27250,26,89,1-26-2022-089-02,2,1,0,0,65.23693946,10,7
27250,26,89,1-26-2022-089-02,2,2,0,0,65.23693946,10,7
27251,17,90,1-17-2022-090-06,6,1,0,0,215.9873408,4,7
27251,17,90,1-17-2022-090-06,6,2,0,0,215.9873408,4,7
27254,77,79,1-77-2022-079-05,5,1,0,0,151.0987691,9,7
27255,77,80,1-77-2022-080-05,5,1,0,0,151.0987691,9,7
27256,59,66,1-59-2022-066-04,4,2,0,0,413.8042905,6,7
27256,59,66,1-59-2022-066-04,4,1,0,0,413.8042905,6,7
27257,59,67,1-59-2022-067-04,4,2,0,0,413.8042905,6,7
27258,59,68,1-59-2022-068-09,9,1,0,0,597.8471551,6,7
27258,59,68,1-59-2022-068-09,9,2,0,0,597.8471551,6,7
27259,48,29,1-48-2022-029-07,7,2,0,0,338.0345061,12,7
27261,12,52,1-12-2022-052-04,4,1,0,0,351.210548,9,7
27262,17,91,1-17-2022-091-04,4,1,0,0,214.1585987,4,7
27263,17,92,1-17-2022-092-04,4,1,0,0,214.1585987,4,7
27264,17,93,1-17-2022-093-07,7,1,0,0,590.6294484,4,7
27265,19,136,1-19-2022-136-08,8,1,0,0,104.1125494,9,7
27266,19,137,1-19-2022-137-03,3,2,0,0,99.09992091,9,7
27267,19,138,1-19-2022-138-08,8,1,0,0,104.1125494,9,7
27268,19,139,1-19-2022-139-10,10,2,0,0,3462.049148,9,7
27272,14,76,1-14-2022-076-04,4,1,0,0,3862.997705,8,7
27272,14,76,1-14-2022-076-04,4,2,0,0,3862.997705,8,7
27273,14,77,1-14-2022-077-03,3,2,0,0,1234.630807,8,7
27274,24,108,1-24-2022-108-04,4,1,0,0,598.778077,1,7
27274,24,108,1-24-2022-108-04,4,2,0,0,598.778077,1,7
27277,13,104,1-13-2022-104-03,3,1,0,0,940.3616498,7,7
27277,13,104,1-13-2022-104-03,3,2,0,0,940.3616498,7,7
27279,16,88,1-16-2022-088-09,9,1,0,0,1655.167246,5,7
27279,16,88,1-16-2022-088-09,9,2,0,0,1655.167246,5,7
27280,52,133,1-52-2022-133-06,6,2,0,0,58.58339463,12,7
27281,52,134,1-52-2022-134-03,3,1,0,0,25.72891846,12,7
27282,52,135,1-52-2022-135-03,3,1,0,0,25.72891846,12,7
27283,52,136,1-52-2022-136-06,6,2,0,0,58.58339463,12,7
27283,52,136,1-52-2022-136-06,6,1,0,0,58.58339463,12,7
27284,66,82,1-66-2022-082-09,9,1,0,0,316.3211874,6,7
27286,28,78,1-28-2022-078-09,9,1,0,0,147.3405783,3,7
27286,28,78,1-28-2022-078-09,9,2,0,0,147.3405783,3,7
27287,28,79,1-28-2022-079-07,7,1,0,0,190.4545002,3,7
27288,10,148,1-10-2022-148-04,4,1,0,0,553.8537653,4,7
27288,10,148,1-10-2022-148-04,4,2,0,0,553.8537653,4,7
27288,10,148,1-10-2022-148-04,4,3,0,0,553.8537653,4,7
27289,10,149,1-10-2022-149-04,4,1,0,0,553.8537653,4,7
27290,10,150,1-10-2022-150-07,7,1,0,0,1816.57791,4,7
27290,10,150,1-10-2022-150-07,7,2,0,0,1816.57791,4,7
27291,10,151,1-10-2022-151-03,3,1,0,0,177.9146698,4,7
27291,10,151,1-10-2022-151-03,3,2,0,0,177.9146698,4,7
27292,54,74,1-54-2022-074-10,10,2,0,0,481.1534661,9,7
27293,54,75,1-54-2022-075-07,7,1,0,0,161.6619254,9,7
27295,25,88,1-25-2022-088-04,4,1,0,0,685.9837328,2,7
27296,25,89,1-25-2022-089-10,10,1,0,0,3876.17112,2,7
27297,73,88,1-73-2022-088-07,7,1,0,0,285.9845458,3,7
27298,73,89,1-73-2022-089-04,4,1,0,0,151.2211752,3,7
27299,73,90,1-73-2022-090-09,9,2,0,0,221.245118,3,7
27300,32,59,1-32-2022-059-02,2,1,0,0,224.9816369,7,7
27301,18,80,1-18-2022-080-07,7,1,0,0,871.7150041,6,7
27304,31,71,1-31-2022-071-07,7,1,0,0,208.9861084,6,7
27305,33,28,1-33-2022-028-03,3,2,0,0,168.9227736,12,7
27306,18,82,1-18-2022-082-03,3,2,0,0,113.9163244,6,7
27306,18,82,1-18-2022-082-03,3,1,0,0,113.9163244,6,7
27307,27,71,1-27-2022-071-06,6,1,0,0,48.65605756,3,7
27309,31,72,1-31-2022-072-10,10,1,0,0,317.610847,6,7
27310,20,180,1-20-2022-180-03,3,2,0,0,56.79499984,11,7
27311,20,181,1-20-2022-181-03,3,3,0,0,56.79499984,11,7
27313,20,183,1-20-2022-183-03,3,1,0,0,56.79499984,11,7
27313,20,183,1-20-2022-183-03,3,2,0,0,56.79499984,11,7
27314,11,60,1-11-2022-060-04,4,1,0,0,1358.905385,8,7
27315,11,61,1-11-2022-061-06,6,1,0,0,970.9860895,8,7
27316,26,90,1-26-2022-090-03,3,1,0,0,1193.075763,10,7
27318,15,46,1-15-2022-046-06,6,1,0,0,167.7519252,1,7
27319,21,53,1-21-2022-053-03,3,1,0,0,1026.819521,11,7
27319,21,53,1-21-2022-053-03,3,2,0,0,1026.819521,11,7
27320,15,47,1-15-2022-047-03,3,1,0,0,72.63713763,1,7
27321,22,30,1-22-2022-030-03,3,1,0,0,231.2921904,12,7
27321,22,30,1-22-2022-030-03,3,2,0,0,231.2921904,12,7
27322,30,89,1-30-2022-089-03,3,1,0,0,1305.471785,10,7
27844,20,214,1-20-2022-214-03,3,1,0,0,172.5033861,11,7
27844,20,214,1-20-2022-214-03,3,2,0,0,172.5033861,11,7
27847,15,66,1-15-2022-066-03,3,2,0,0,54.34361807,1,7
27849,59,89,1-59-2022-089-04,4,1,0,0,296.4424465,6,7
27849,59,89,1-59-2022-089-04,4,2,0,0,296.4424465,6,7
27852,30,102,1-30-2022-102-04,4,2,0,0,528.6530203,10,7
27860,13,118,1-13-2022-118-05,5,1,0,0,86.00234313,7,7
27860,13,118,1-13-2022-118-05,5,2,0,0,86.00234313,7,7
27863,77,95,1-77-2022-095-04,4,2,0,0,2732.18266,9,7
27863,77,95,1-77-2022-095-04,4,3,0,0,2732.18266,9,7
27864,77,96,1-77-2022-096-07,7,2,0,0,4800.054059,9,7
27866,54,91,1-54-2022-091-04,4,2,0,0,535.85627,9,7
27867,59,90,1-59-2022-090-08,8,2,0,0,207.5969719,6,7
27867,59,90,1-59-2022-090-08,8,1,0,0,207.5969719,6,7
27868,59,91,1-59-2022-091-03,3,1,0,0,197.6019568,6,7
27868,59,91,1-59-2022-091-03,3,2,0,0,197.6019568,6,7
27869,59,92,1-59-2022-092-01,1,1,0,0,63.48521921,6,7
27871,12,67,1-12-2022-067-06,6,1,0,0,510.2127987,9,7
27872,12,68,1-12-2022-068-03,3,1,0,0,255.1263244,9,7
27873,17,118,1-17-2022-118-10,10,2,0,0,1273.493954,4,7
27874,17,119,1-17-2022-119-04,4,2,0,0,225.3760501,4,7
27875,17,120,1-17-2022-120-04,4,1,0,0,225.3760501,4,7
27878,19,157,1-19-2022-157-05,5,1,0,0,38.14084918,9,7
27879,19,158,1-19-2022-158-04,4,2,0,0,1070.342129,9,7
27882,11,85,1-11-2022-085-04,4,2,0,0,4086.258163,8,7
27883,11,86,1-11-2022-086-05,5,1,0,0,232.7685557,8,7
27884,52,159,1-52-2022-159-04,4,1,0,0,677.6877614,12,7
27885,52,160,1-52-2022-160-08,8,1,0,0,174.3194693,12,7
27885,52,160,1-52-2022-160-08,8,2,0,0,174.3194693,12,7
27886,24,121,1-24-2022-121-02,2,1,1,9,85.32753996,1,7
27886,24,121,1-24-2022-121-02,2,2,0,0,85.32753996,1,7
27887,24,122,1-24-2022-122-06,6,2,0,0,923.7495308,1,7
27888,14,90,1-14-2022-090-10,10,1,0,0,19684.67158,8,7
27889,23,44,1-23-2022-044-04,4,1,0,0,5813.274123,5,7
27890,25,108,1-25-2022-108-06,6,1,0,0,276.1792772,2,7
27890,25,108,1-25-2022-108-06,6,2,0,0,276.1792772,2,7
