CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,CASEWGT,PSUSTRAT,VERSION
6936,14,23,1-14-2017-023-02,2,2,,,,,,,,,,,33,,,,118,,,887,887,887,,,,,,,,310.247293447891,8,2
6940,32,41,1-32-2017-041-04,4,1,,,,,,,,284,,,41,40,,,,,,,,,14,14,,,,,887,7688.51403573042,7,2
6940,32,41,1-32-2017-041-04,4,2,,,,,92,105,,270,,92,40,40,,,115,,,,,,,,,,,,887,7688.51403573042,7,2
6939,32,40,1-32-2017-040-02,2,2,,,,,,,,,,,44,46,,,103,,,50,,,,,,,,,887,172.682353126847,7,2
6941,23,38,1-23-2017-038-03,3,2,,,,,,,,,,,48,52,,,116,,,,,,,,,,,,887,237.92598052621,5,2
6935,23,39,1-23-2017-039-03,3,1,,,,,,,,,,,35,,,,109,,,,,,,,,,,,887,237.92598052621,5,2
6938,24,42,1-24-2017-042-06,6,1,,,,,,,,,,,46,46,,,116,,,,,,,,,,,,887,668.211328127467,1,2
6935,23,39,1-23-2017-039-03,3,2,,,,,,,,,,,,,,,,,,,,,11,13,,,,,887,237.92598052621,5,2
6944,24,43,1-24-2017-043-03,3,2,,,,,,,,,,,60,64,,,136,,,887,887,887,,,,,,,294,344.526835652634,1,2
6944,24,43,1-24-2017-043-03,3,3,,,,,,,,,,,37,50,,,,,,,,183,,,,,,,887,344.526835652634,1,2
6943,11,20,1-11-2017-020-01,1,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,134,887,887,887,887,887,887,887,130,887,887,887,887,142.987646644288,8,2
6946,19,50,1-19-2017-050-03,3,1,,,,,,,,,,,20,,,,,,,,,,,,,,,,887,292.080491700682,9,2
6946,19,50,1-19-2017-050-03,3,2,,,,,,,,,,,25,,,,146,,,,,,,,,,,,887,292.080491700682,9,2
6947,19,51,1-19-2017-051-10,10,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,130,887,887,887,887,887,887,887,887,887,887,887,887,11555.350714141,9,2
6953,31,20,1-31-2017-020-03,3,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,1250.62463447385,6,2
6953,31,20,1-31-2017-020-03,3,2,,,,36,,,36,,,,,,,,133,76,,,,,,,,,,,887,1250.62463447385,6,2
6954,17,26,1-17-2017-026-02,2,2,,,244,,,,,248,,,38,38,,,99,,,,,,12,17,,,,,887,245.245415056232,4,2
6956,18,23,1-18-2017-023-10,10,1,,,,,,,,,,,31,,,,167,,,,,,,,,,,,887,20830.7351125155,6,2
6957,13,39,1-13-2017-039-02,2,2,,,,,,,,,,,,,,,,,,55,,,,,,,,,887,140.15566461981,7,2
6957,13,39,1-13-2017-039-02,2,3,,,384,,,,,,,,,,,,,,,887,887,887,,,,,,,,140.15566461981,7,2
6958,13,40,1-13-2017-040-03,3,1,,,,,,,,,,,37,45,,,125,,,,,,,,,,,,887,1802.8418267689,7,2
6957,13,39,1-13-2017-039-02,2,5,,,302,,,,,276,,,55,50,,,118,,,,,197,10,6,110,,,,887,140.15566461981,7,2
6960,22,46,1-22-2017-046-01,1,1,,,262,,,,,262,,,,,,,112,,,,,,,,124,,43,79,887,96.8900178613484,12,2
6964,33,40,1-33-2017-040-10,10,1,,,,,,,,,,,20,,,,90,,,,,,,,,,,,887,2897.2674603837,12,2
6964,33,40,1-33-2017-040-10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,2897.2674603837,12,2
6959,15,23,1-15-2017-023-03,3,2,,,,,,,,,,,52,,,,129,,,,,,,,,,,,887,957.005885610801,1,2
6961,22,47,1-22-2017-047-06,6,2,,100,289,100,,,100,289,100,,30,28,157,158,112,,,,,184,,,122,,41,87,887,572.63381011277,12,2
6951,16,37,1-16-2017-037-06,6,1,,,240,,,,,,,,39,,,,,,,,33,,20,12,110,,,,887,986.065239615079,5,2
6961,22,47,1-22-2017-047-06,6,3,,100,408,118,,,100,408,118,,,50,,,134,,,887,887,887,,,127,,49,90,355,572.63381011277,12,2
6963,33,39,1-33-2017-039-09,9,1,,,,,,,,,,,50,,,,107,,,,,,,,,,,,887,981.056162415703,12,2
6963,33,39,1-33-2017-039-09,9,2,,,,,,,,,,,50,65,,,146,,,,60,,,,,,,,887,981.056162415703,12,2
6970,25,8,1-25-2017-008-04,4,2,,,280,,,,,282,,,,,,,,,,,,,13,13,,,,,887,510.052984736122,2,2
6969,30,47,1-30-2017-047-06,6,1,,,,,,,,,,,30,,,,111,,,,,,,,,,,,887,2474.20687244211,10,2
6971,20,46,1-20-2017-046-02,2,1,,,,,,,,,,,25,,,,124,,,,,,,,,,,,887,39.0673380453663,11,2
6971,20,46,1-20-2017-046-02,2,2,,,,,,,,,,,37,,,,125,,,,,,,,,,,,887,39.0673380453663,11,2
6971,20,46,1-20-2017-046-02,2,3,887,887,887,887,887,887,887,887,887,887,887,887,887,887,133,887,887,887,887,887,887,887,887,887,887,887,887,39.0673380453663,11,2
6972,26,26,1-26-2017-026-03,3,1,,,,,,,,,,,19,,,,,,,,,,,,,,,,887,255.552079877946,10,2
6972,26,26,1-26-2017-026-03,3,2,,,,,,,,258,,,,20,,,,,,,47,16,,,,,,,887,255.552079877946,10,2
6949,10,24,1-10-2017-024-08,8,1,,,,,,,,257,,,26,,,,,,,,,,14,22,113,,,,887,337.451892737631,4,2
6942,28,21,1-28-2017-021-08,8,2,,,,,,,,,,,,34,,,,,,76,,,,,,,,,887,152.573753630017,3,2
6975,24,44,1-24-2017-044-07,7,1,,,,,,,,,,,50,48,,,115,,,,,,,,,,,,887,2072.29893804224,1,2
6975,24,44,1-24-2017-044-07,7,2,,,,,,,,,,,51,51,,,125,,,10,22,,,,,,,,887,2072.29893804224,1,2
6976,24,45,1-24-2017-045-09,9,1,,,,,,,,251,,,58,54,,,,,,,,,8,13,,,,,887,3290.50134234406,1,2
6978,23,41,1-23-2017-041-03,3,2,,,,,,,,247,,,,,,,,,,,,,,,,9,44,64,887,263.119593647134,5,2
6986,29,20,1-29-2017-020-03,3,2,,,,,,,,,,,,40,,,,,,55,,,,,,,,,887,621.030926613348,2,2
6981,27,5,1-27-2017-005-04,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,306.011571226156,3,2
6981,27,5,1-27-2017-005-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,113,887,887,887,887,306.011571226156,3,2
6983,19,52,1-19-2017-052-03,3,1,,,,,,,,,,,46,46,170,170,118,,,,,,,,,,,,887,360.980153720235,9,2
6983,19,52,1-19-2017-052-03,3,2,,,324,,,,,,,,42,48,173,173,,,,,,,11,17,,,,,887,360.980153720235,9,2
6987,32,44,1-32-2017-044-03,3,1,,,,,,,,,,,40,42,,,126,,,887,887,887,8,18,132,7,44,78,,889.054015563771,7,2
6984,19,53,1-19-2017-053-03,3,1,,,,,,,,280,,,15,,,,129,,,,,,12,20,,,,,887,360.980153720235,9,2
6984,19,53,1-19-2017-053-03,3,2,,,260,,,,,,,,,,,,,,,,,,12,23,,,,,887,360.980153720235,9,2
6990,13,41,1-13-2017-041-02,2,1,,,200,,,,,281,,,40,63,,,,,,,,,10,13,,,,,887,114.879706845688,7,2
6985,16,38,1-16-2017-038-02,2,1,,,,,,,,,,,38,,,,145,73,,887,887,887,,,,,,,,93.3395244551799,5,2
6985,16,38,1-16-2017-038-02,2,2,,,375,,,,,,,,,,,,,,,,,,7,6,,,,,887,93.3395244551799,5,2
6991,13,42,1-13-2017-042-03,3,3,,,,,,,,,,,,,,,,,,,,,,,,14,44,,887,1477.71366284744,7,2
6998,30,49,1-30-2017-049-02,2,2,,,,,,,,,,,45,,,,132,,,887,887,887,,,,,,,284,236.772605526814,10,2
6995,11,21,1-11-2017-021-09,9,1,,96,280,111,,,96,280,111,,24,24,155,154,121,,,110,,,,,118,,38,79,887,13617.3982511258,8,2
6996,20,47,1-20-2017-047-09,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1074.3385797762,11,2
6999,33,41,1-33-2017-041-09,9,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,731.687112799449,12,2
6999,33,41,1-33-2017-041-09,9,2,,,284,,,,,,,,,,,,124,,,,,,15,25,115,,,,887,731.687112799449,12,2
7000,33,42,1-33-2017-042-03,3,1,,,,,,,,,,,45,40,,,119,,,,,,,,,,,,887,154.755359472219,12,2
7000,33,42,1-33-2017-042-03,3,2,,,,,,,,,,,,,,,124,,,,44,10,,,,,,,887,154.755359472219,12,2
6997,20,48,1-20-2017-048-08,8,1,,,,,,,,,,,34,,,,120,,,,,,,,,,,,887,131.843605511569,11,2
6996,20,47,1-20-2017-047-09,9,2,,,280,,,,,,,,,,,,,,,,,,6,22,135,,,,887,1074.3385797762,11,2
6974,28,22,1-28-2017-022-04,4,1,,,,,,,,,,,54,,,,137,,,887,887,887,,,,,,,,823.372442791855,3,2
7003,15,25,1-15-2017-025-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,488.464361255143,1,2
7003,15,25,1-15-2017-025-03,3,2,,,,,,,,,,,,,,,121,,,,,,,,,,,,887,488.464361255143,1,2
7004,17,28,1-17-2017-028-08,8,2,,,,,,,,,,,40,42,,,,,,52,,,,,,,,,887,293.249934085683,4,2
7005,12,23,1-12-2017-023-06,6,1,,,,,,,,285,,,,,,,128,,,,,,11,19,141,,,,887,527.922504714608,9,2
7006,23,42,1-23-2017-042-09,9,2,,,,,,,,,,,37,,,,108,,,,,,,,,,,,887,1235.61754218476,5,2
7007,23,43,1-23-2017-043-07,7,1,,,310,,,,,,,,,,,,,,,,,,6,6,122,9,48,74,887,778.169845296141,5,2
7007,23,43,1-23-2017-043-07,7,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,778.169845296141,5,2
7011,32,46,1-32-2017-046-02,2,1,,,,,,,,,,,42,42,,,109,,,,,,12,12,,,,,887,199.815961051142,7,2
7010,32,45,1-32-2017-045-08,8,1,,,242,,,,,236,,,40,46,147,153,136,,,,,,14,13,124,,,,887,1502.31800595479,7,2
7014,12,24,1-12-2017-024-06,6,1,,98,365,123,,,87,353,126,,43,47,,,113,90,91,887,887,887,13,14,146,1,56,88,269,1919.29361022592,9,2
7016,16,39,1-16-2017-039-04,4,1,,,,,,,,270,,,49,,,,105,,,,,,,,,,,,887,2127.02225203264,5,2
7012,24,46,1-24-2017-046-03,3,1,,,,,,,,,,,45,48,,,117,,,,,,,,,,,,887,394.842934617653,1,2
7012,24,46,1-24-2017-046-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,394.842934617653,1,2
7013,24,47,1-24-2017-047-04,4,2,,,,,,,,340,,,52,60,,,99,,,,,,,,,,,,887,1691.42864715331,1,2
7018,17,29,1-17-2017-029-03,3,1,,,272,,,,,,,,38,40,,,129,,,,,,10,18,,,,,887,556.304886021187,4,2
7029,29,21,1-29-2017-021-04,4,1,,,,,,,,,,,,,,,,,,,,,10,24,108,,,,887,3569.18341899576,2,2
7029,29,21,1-29-2017-021-04,4,2,,,,,,,,,,,42,,,,109,,,,,,,,,,,,887,3569.18341899576,2,2
7026,33,44,1-33-2017-044-09,9,2,,,,,,,,,,,30,,,,100,,,,,,,,,,,,887,279.152324704275,12,2
7015,14,24,1-14-2017-024-02,2,1,,,,,,,,,,,29,,,,129,,,887,887,887,10,14,120,8,,,,621.761062254105,8,2
7015,14,24,1-14-2017-024-02,2,2,,,,,,,,225,,,,,,,,,,,,,12,28,96,7,47,73,887,621.761062254105,8,2
7025,33,43,1-33-2017-043-06,6,1,,,273,,,,,,,,,,,,,,,,,,11,17,129,,,,887,85.6687303540783,12,2
7022,21,22,1-21-2017-022-09,9,1,,,210,,,,,,,,30,,,,139,,,,,,14,22,117,,,,887,1461.58871260446,11,2
7009,10,25,1-10-2017-025-04,4,1,,,,,,,,,,,42,,,,107,,,,,,,,,,,,887,561.989680468064,4,2
7030,18,25,1-18-2017-025-04,4,2,,,,,,,,,,,40,,,,135,,,,,,,,,,,,887,1508.13322942618,6,2
7025,33,43,1-33-2017-043-06,6,2,,,,,,,,,,,34,,,,122,,,,,,,,,,,,887,85.6687303540783,12,2
7028,22,50,1-22-2017-050-01,1,1,,81,269,99,,,81,269,99,,,,,,121,,,,,194,,,120,,46,75,887,109.842315200002,12,2
7024,13,44,1-13-2017-044-02,2,1,,,284,,,,,,,,,,,,,,,,,,14,13,130,,,,887,119.243803088265,7,2
7031,20,49,1-20-2017-049-08,8,1,,,284,,,,,,,,36,,,,127,,,,,,,,,,,,887,129.571147791702,11,2
7023,13,43,1-13-2017-043-06,6,1,,,,,,,,265,,,45,60,,,,,,,,,8,8,,,,,887,2974.90819095951,7,2
7023,13,43,1-13-2017-043-06,6,2,,,284,,,,,,,,46,54,,,98,,,,,,,,,,,,887,2974.90819095951,7,2
7020,19,54,1-19-2017-054-01,1,1,,,245,,,,,,,,,,,,,,,,,,12,20,123,,,,887,334.48698003331,9,2
7020,19,54,1-19-2017-054-01,1,2,,,,,,,,,,,25,,,,113,,,,,,,,,,,,887,334.48698003331,9,2
7034,11,22,1-11-2017-022-06,6,3,,,,,,,,,,,,,,,113,,,56,,,,,,,,,887,6809.55000197747,8,2
7008,28,23,1-28-2017-023-09,9,1,,,,,,,,,,,40,,,,124,90,63,73,78,80,12,16,129,9,38,76,887,724.060670302168,3,2
7019,26,27,1-26-2017-027-09,9,1,,,,,,,,,,,20,,,,118,,,,,,,,,,,,887,5728.4612418493,10,2
7036,19,56,1-19-2017-056-02,2,3,,,276,,,,,,,,36,38,158,158,129,,,54,,,14,21,,5,38,,887,112.147872022903,9,2
7035,30,50,1-30-2017-050-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,125,887,887,887,887,887,887,887,887,887,887,887,887,836.824995976196,10,2
7037,15,26,1-15-2017-026-02,2,2,,,,,,,,,,,51,,,,102,,,,,,,,,,,,887,75.7912097287481,1,2
7040,31,22,1-31-2017-022-06,6,1,,,,,,,,,,,16,,,,112,,,,,,,,,,,,887,689.618854363657,6,2
7042,11,23,1-11-2017-023-05,5,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,397.081117319632,8,2
7045,23,44,1-23-2017-044-10,10,1,,,,,,,,,,,40,50,,,115,,,,,,,,,,,,887,2318.01550247619,5,2
7047,23,46,1-23-2017-046-04,4,1,,,,,,,,,,,41,54,,,,,,52,,,,,,,,,887,495.769320104764,5,2
7054,32,49,1-32-2017-049-03,3,2,,,,,,,,,,,40,,,,109,,,,,,,,,,,,887,841.136761414762,7,2
7050,24,50,1-24-2017-050-06,6,2,,,,,,,,,,,54,62,,,109,,,10,38,154,,,,,,,887,421.06000444303,1,2
7053,32,48,1-32-2017-048-03,3,2,,,,,,,,277,,,54,54,159,158,,,,,,,9,24,108,,,,887,841.136761414762,7,2
7055,14,25,1-14-2017-025-10,10,1,,,250,,,,,,,,,,,,121,,,,,,15,18,114,9,,,887,20830.7351125155,8,2
7056,12,25,1-12-2017-025-03,3,2,,,,,,,,,,,38,44,,,77,,,56,,,,,,,,,887,7140.91132777394,9,2
7056,12,25,1-12-2017-025-03,3,3,,,,,,,,,,,,52,,,,,,887,887,887,,,,,,,200,7140.91132777394,9,2
7061,31,23,1-31-2017-023-08,8,1,,87,255,104,,,88,255,104,,32,36,140,140,115,,,17,52,127,,,,,,,887,533.585408156618,6,2
7058,19,57,1-19-2017-057-10,10,1,,,,,,,,279,,,36,38,146,144,,,,,,,14,25,,,,,887,9189.86912192756,9,2
7059,19,58,1-19-2017-058-04,4,1,,,,,,,,,,,25,,,,99,,,,,,,,,,,,887,1119.08307584669,9,2
7060,19,59,1-19-2017-059-05,5,1,,,,,,,,,,,,,,,,,,,,,12,19,110,,,,887,79.9848995102589,9,2
7051,10,26,1-10-2017-026-07,7,1,,,,,,,,,,,25,30,,,,,,60,102,,,,,,,,887,1480.51162484181,4,2
7066,17,31,1-17-2017-031-02,2,2,,,,,,,,294,,,45,42,,,,,,,,,12,17,,,,,887,67.5827912635361,4,2
7065,17,30,1-17-2017-030-07,7,1,,,,,,,,,,,38,40,,,96,,,,,,,,,,,,887,1778.88196036324,4,2
7057,25,9,1-25-2017-009-07,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1059.37356838841,2,2
7062,16,40,1-16-2017-040-05,5,1,,,,,,,,293,,,,,,,,,,,,,11,19,112,,,,887,43.9032622398203,5,2
7069,18,26,1-18-2017-026-01,1,1,,,,,,,,,,,45,46,,,125,,,14,39,165,,,,,,,887,406.960358742139,6,2
7069,18,26,1-18-2017-026-01,1,2,,,,,,,,,,,,,,,,,,887,887,887,10,17,148,10,48,,,406.960358742139,6,2
7071,22,52,1-22-2017-052-01,1,1,,80,999,999,,,80,999,999,,,,,,,,,,,,10,20,104,,,,887,96.8900178613484,12,2
7071,22,52,1-22-2017-052-01,1,2,,,,,,,,,,,45,,,,107,,,,,,,,,,,,887,96.8900178613484,12,2
7077,30,51,1-30-2017-051-03,3,2,,,,,,,,,,,,25,,,,,,70,,,,,,,,,887,1962.62456855814,10,2
7074,13,45,1-13-2017-045-08,8,2,,,300,,,,,,,,,,,,,,,,,,12,13,150,,,,887,835.147317001504,7,2
7044,28,25,1-28-2017-025-04,4,1,79,100,433,149,162,100,79,433,149,162,40,,,,79,,,,,,,,,,,,887,289.377977877864,3,2
7076,13,47,1-13-2017-047-03,3,2,,,,,,,,,,,40,,,,129,,,,,,,,,,,,887,1011.52739066714,7,2
7075,13,46,1-13-2017-046-03,3,1,,,363,,,,,363,,,,,,,131,,,887,887,887,,,,,,,,1011.52739065054,7,2
7075,13,46,1-13-2017-046-03,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1011.52739065054,7,2
7075,13,46,1-13-2017-046-03,3,4,,,,,,,,295,,,,,,,131,,,,,,,,,,,,887,1011.52739065054,7,2
7083,33,47,1-33-2017-047-07,7,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,338,203.447030673264,12,2
7083,33,47,1-33-2017-047-07,7,2,,,,,,,,,,,46,,,,101,,,,,,,,,,,,887,203.447030673264,12,2
7081,33,45,1-33-2017-045-03,3,1,,,276,,,,,,,,30,,,,109,,,,,,7,18,126,,,,887,62.9930657774199,12,2
7079,20,53,1-20-2017-053-07,7,1,,,,,,,,,,,,,,,94,,,,,,,,,,,,887,1659.45466607248,11,2
7081,33,45,1-33-2017-045-03,3,2,,,300,,,,,,,,35,,,,102,,,,,,9,15,150,,,,887,62.9930657774199,12,2
7078,20,52,1-20-2017-052-08,8,2,,,,,,,,,,,,,,,99,,,,,,,,,,,,887,323.364961649197,11,2
7043,28,24,1-28-2017-024-06,6,2,,,,,,,,,,,48,,,,131,,,887,887,887,,,,,,,,108.498227174745,3,2
7072,22,53,1-22-2017-053-04,4,2,,65,264,70,,,65,264,70,,50,,,,,,,,,,10,20,,,,,887,134.734783094998,12,2
7085,24,52,1-24-2017-052-03,3,1,,,,,,,,,,,40,45,,,121,,,,,,,,,,,,887,217.096695083116,1,2
7085,24,52,1-24-2017-052-03,3,2,,,,,,,,,,,52,54,,,,,,,,,,,,,,,887,217.096695083116,1,2
7067,15,27,1-15-2017-027-03,3,2,,,,,,,,,,,,,,,,,,46,,,,,,,,,887,627.042826006146,1,2
7087,32,50,1-32-2017-050-04,4,1,,,267,,,,,,,,50,50,,,,,,,,,11,10,,,,,887,2912.30959026588,7,2
7087,32,50,1-32-2017-050-04,4,2,,,,,,,,,,,48,48,,,125,,,,,,,,,,,,887,2912.30959026588,7,2
7086,16,42,1-16-2017-042-07,7,1,,,,,,,,350,,,,,,,,,,887,887,887,17,22,133,,,,,880.365699525689,5,2
7088,23,47,1-23-2017-047-07,7,1,,,,,,,,,,,30,,,,,,,,,,,,,,,,887,527.739636058332,5,2
7073,26,28,1-26-2017-028-09,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,4333.88950040039,10,2
7091,22,54,1-22-2017-054-10,10,1,,90,252,97,,,90,252,97,,,,146,146,113,,,61,,,,,110,,38,73,887,501.805489764693,12,2
7098,23,48,1-23-2017-048-03,3,1,,,,,,,,,,,48,50,,,106,,,,,,,,,,,,887,220.630353267348,5,2
7099,23,49,1-23-2017-049-05,5,1,,,,,,,,,,,52,,,,108,,,,,,,,,,,,887,68.4773923035499,5,2
7100,23,50,1-23-2017-050-07,7,1,,,,,,,,,,,44,,,,132,,,887,887,887,,,,,,,,837.954574916699,5,2
7101,32,51,1-32-2017-051-02,2,1,,,,,,,,276,,,40,40,,,,,,,,,11,13,,,,,887,100.6051686459,7,2
7101,32,51,1-32-2017-051-02,2,2,,,,,,,,,,,45,45,,,136,,,887,887,887,,,,,,,,100.6051686459,7,2
7102,32,52,1-32-2017-052-05,5,2,,,,,,,,,,,48,52,156,156,98,,,,,,,,,,,,887,220.472977717233,7,2
7105,24,54,1-24-2017-054-09,9,1,,,,,,,,,,,52,44,,,137,,,,,,,,,,,,887,1498.36002604596,1,2
7106,24,55,1-24-2017-055-07,7,1,,,,,,,,,,,48,60,,,101,,,,,,,,,,,,887,943.640365897772,1,2
7103,32,53,1-32-2017-053-07,7,1,,,,,,,,264,100,,40,54,149,148,117,,,,,,12,26,97,,,,887,4690.24426634406,7,2
7111,14,26,1-14-2017-026-05,5,1,,,,,,,,,,,32,,,,105,,,,,,,,,,,,887,376.253710898081,8,2
7111,14,26,1-14-2017-026-05,5,2,,,,,,,,,,,,40,,,,,,887,887,887,,,,,,,,376.253710898081,8,2
7107,27,6,1-27-2017-006-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,47.2375734236412,3,2
7110,14,27,1-14-2017-027-05,5,1,,,,,,,,,,,,,,,,,,887,887,887,11,22,124,16,56,82,,376.253710898081,8,2
7096,11,25,1-11-2017-025-05,5,2,,85,262,92,,,85,262,92,,,,154,152,112,,,,,152,,,124,,43,79,887,213.646991262409,8,2
7114,31,24,1-31-2017-024-09,9,1,,,270,,,,,269,,,40,,,,129,82,,,,,,,,,,,887,686.221391487831,6,2
7108,24,53,1-24-2017-053-09,9,2,,,,,,,,301,,,42,45,,,95,,,,,,14,19,,,,,887,1498.36002604596,1,2
7116,16,43,1-16-2017-043-03,3,1,,,,,,,,,,,70,,,,132,63,,887,887,887,,,,,,,,957.10878992152,5,2
7095,11,24,1-11-2017-024-01,1,1,,,279,,,,,279,,,,,,,133,,,,,,,,121,,,,887,235.601646352528,8,2
7121,17,33,1-17-2017-033-07,7,1,,,,,,,,,,,46,42,,,98,,,,,,,,,,,,887,2501.79702288383,4,2
7117,26,30,1-26-2017-030-06,6,1,,,,,,,,,,,,,,,101,,,,,,,,,,,,887,1237.10755325357,10,2
7117,26,30,1-26-2017-030-06,6,2,,,,,,,,,,,27,,,,100,,,,,,,,,,,,887,1237.10755325357,10,2
7115,19,60,1-19-2017-060-05,5,1,,,260,,,,,,,,,,,,,,,,,,12,,105,,,,887,169.970306208333,9,2
7118,30,52,1-30-2017-052-07,7,1,,,,,,,,,,,32,,,,111,,,,,,,,,,,,887,1653.59739057328,10,2
7115,19,60,1-19-2017-060-05,5,2,,,,,,,,270,,,15,,,,,,,,,,12,20,160,,,,887,169.970306208333,9,2
7112,26,29,1-26-2017-029-06,6,1,,,,,,,,,,,26,,,,132,,,,,,,,,,,,887,1237.10755324379,10,2
7130,22,57,1-22-2017-057-07,7,1,,95,252,103,,,95,252,103,,,,148,147,120,,,,,,,,98,,41,78,887,414.505681781441,12,2
7129,22,56,1-22-2017-056-03,3,1,,92,262,102,,,92,262,102,,,,158,158,106,,,,,162,,,109,,40,85,887,99.3648857259828,12,2
7124,13,49,1-13-2017-049-06,6,2,,,,,,,,,,,43,55,,,,,,,,,,,,,,,887,1399.37307232443,7,2
7124,13,49,1-13-2017-049-06,6,3,,,,,,,,,,,45,48,,,,,,,,,,,,,,,887,1399.37307232443,7,2
7123,13,48,1-13-2017-048-04,4,2,,,283,,,,,285,,,52,45,,,113,,,,,,,,,,,,887,2521.65929840692,7,2
7125,13,50,1-13-2017-050-04,4,2,,,247,,,,,,,,,,,,,,,,,,11,14,120,,,,887,2521.65929840692,7,2
7128,22,55,1-22-2017-055-06,6,1,,,,,,,,,,,45,,,,124,,,,,,,,,,,,887,151.413851695575,12,2
7128,22,55,1-22-2017-055-06,6,2,,,253,,,,,,,,40,,,,106,,,,,,10,25,100,,,,887,151.413851695575,12,2
7126,18,27,1-18-2017-027-04,4,1,,,,,,,,,,,46,,,,128,,,,,,,,,,,,887,457.768298213271,6,2
7136,33,49,1-33-2017-049-09,9,1,,,,,,,,,,,46,,,,119,,,,,,,,,,,,887,660.57266280556,12,2
7132,20,56,1-20-2017-056-10,10,1,,,,,,,,,,,38,,,,120,,,,,,,,,,,,887,1227.19972268388,11,2
7135,33,48,1-33-2017-048-06,6,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,202.722371698373,12,2
7127,18,28,1-18-2017-028-09,9,3,,,,,,,,,,,,38,,,,,,73,,,,,,,,,887,853.812316806498,6,2
7137,33,50,1-33-2017-050-06,6,2,,,280,,,,,,,,,,,,,,,,,,10,30,110,,,,887,202.722371698373,12,2
7138,12,26,1-12-2017-026-10,10,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,149,887,54,99,887,3396.44710962869,9,2
7139,12,27,1-12-2017-027-01,1,1,,,,,,,,,,,46,26,165,165,,,,887,887,887,999,999,,5,43,81,,473.930148358357,9,2
7140,15,30,1-15-2017-030-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,619.526066727221,1,2
7140,15,30,1-15-2017-030-03,3,2,,,,,,,,,,,46,,,,106,,,,,,,,,,,,887,619.526066727221,1,2
7141,20,59,1-20-2017-059-03,3,1,,,,,,,,,,,48,,,,118,,,,,,,,,,,,887,82.9371756834646,11,2
7097,28,26,1-28-2017-026-02,2,2,,,,,,,,,,,35,,,,156,,,,,,,,,,,,887,81.1371710278704,3,2
7148,23,51,1-23-2017-051-06,6,1,,,,,,,,,,,38,53,,,,,,,,,8,12,,,,,887,406.752495311836,5,2
7149,23,52,1-23-2017-052-03,3,1,,,266,,,,,266,,,35,,,,,,,,,,10,16,107,,,,887,209.719806006596,5,2
7150,23,53,1-23-2017-053-03,3,1,,,,,,,,,,,,53,,,126,,,,,,,,,,,,887,209.719806006596,5,2
7150,23,53,1-23-2017-053-03,3,2,,,,,,,,,,,38,50,,,78,,,,,,,,,,,,887,209.719806006596,5,2
7152,24,57,1-24-2017-057-02,2,2,,,,,,,,,,,35,44,,,137,,,53,,,,,,,,,887,71.0568449065563,1,2
7151,24,56,1-24-2017-056-09,9,1,,,281,,,,,,,,40,50,,,131,,,,,,10,20,,,,,887,4169.89128263628,1,2
7153,24,58,1-24-2017-058-09,9,2,,,,,,,,260,,,40,50,,,,,,,,,10,25,114,8,38,72,887,4169.89128280089,1,2
7154,11,26,1-11-2017-026-05,5,2,,,278,,,,,,,,,,158,159,,,,,,,12,14,128,,,,887,562.478114201637,8,2
7162,19,61,1-19-2017-061-05,5,1,,,,,,,,,,,20,,,,80,,,,,,,,,,,,887,82.4453252502058,9,2
7167,31,25,1-31-2017-025-03,3,1,,,288,,,,,,,,29,,,,112,78,,,,,,,,10,43,80,887,471.724144285409,6,2
7163,19,62,1-19-2017-062-03,3,2,,,,,,,,,,,42,40,139,139,,,,887,887,887,,,,,,,205,624.196842497795,9,2
