CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,CASEWGT,PSUSTRAT,VERSION
6375,24,13,1-24-2017-013-07,7,2,,,999,,,,,,,,35,45,,,,,,,,,13,23,,,,,887,556.161111626185,1,2
6344,10,5,1-10-2017-005-02,2,1,,84,310,113,,,101,287,113,,,,171,170,118,,,,,,,,118,,,,887,53.6821037817962,4,2
6369,30,15,1-30-2017-015-04,4,1,,,,,,,,,,,999,,,,104,,,,,,,,,,,,887,1749.48622189022,10,2
6369,30,15,1-30-2017-015-04,4,2,,,,,,,,,,,,37,,,,,,,,,,,,8,48,,887,1749.48622189022,10,2
6385,23,12,1-23-2017-012-03,3,1,,,,,,,,,,,23,38,,,122,,,,,,,,,,,,887,340.446348711426,5,2
6393,32,14,1-32-2017-014-04,4,1,,,270,,,,,270,,,42,56,,,111,,,,,,8,20,128,,,,887,8974.51772059799,7,2
6393,32,14,1-32-2017-014-04,4,2,,,274,,,,,,,,33,42,,,121,,,57,,,,,,,,,887,8974.51772059799,7,2
6391,24,15,1-24-2017-015-05,5,1,,,,,,,,,,,42,46,,,114,,,,,,,,,,,,887,127.748416543043,1,2
6386,16,13,1-16-2017-013-09,9,1,,,280,,,,,280,,,,,161,,104,,,,,,7,15,109,,,,887,1126.03630615239,5,2
6386,16,13,1-16-2017-013-09,9,2,,,335,,,,,,,,,,,,,,,,,,7,28,113,,,,887,1126.03630615239,5,2
6392,32,13,1-32-2017-013-01,1,1,,,,,,,,,,,50,50,,,130,,,,,,10,15,,,,,887,473.930148358357,7,2
6396,12,8,1-12-2017-008-03,3,1,,66,295,93,,,64,300,82,,42,40,167,167,,,,,,,10,14,148,7,45,85,887,1095.44977438854,9,2
6396,12,8,1-12-2017-008-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,132,887,887,887,887,887,887,887,887,887,887,887,887,1095.44977438854,9,2
6390,24,14,1-24-2017-014-01,1,2,,18,,,,,78,,,,,,158,,114,63,74,,,,,,,,,,887,176.182961823483,1,2
6387,16,14,1-16-2017-014-06,6,2,,,,,,,,,,,,,,,101,,,52,,,,,,,,,887,402.490501033813,5,2
6387,16,14,1-16-2017-014-06,6,3,,,,,,,,,,,,40,,,,,,12,,,,,,,,,887,402.490501033813,5,2
6394,19,21,1-19-2017-021-03,3,1,,,,,,,,,,,,,,,,,,,,,12,9,,,,,887,2777.33927092249,9,2
6395,19,22,1-19-2017-022-02,2,1,,,,,,,,278,,,36,42,159,157,,,,,,,15,22,,,,,887,231.027812744659,9,2
6395,19,22,1-19-2017-022-02,2,2,,,,,,,,,,,36,42,158,157,128,,,,,,,,,,,,887,231.027812744659,9,2
6382,28,7,1-28-2017-007-03,3,2,,,282,,,,,290,,,42,44,,,118,,,,,,,,,,,,887,302.814064043019,3,2
6397,29,5,1-29-2017-005-03,3,1,,45,,,,,,,,,45,,,,120,,,,,,,,,,,,887,778.699463795887,2,2
6397,29,5,1-29-2017-005-03,3,3,,,,45,,,,,,,,45,,,,,,60,,,,,,,,,887,778.699463795887,2,2
6398,31,6,1-31-2017-006-07,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1609.39441873419,6,2
6398,31,6,1-31-2017-006-07,7,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,1609.39441873419,6,2
6402,33,12,1-33-2017-012-04,4,1,,,,,,,,,,,999,,,,,112,,,,,,,,,,,887,266.916315329579,12,2
6402,33,12,1-33-2017-012-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,112,887,887,887,887,266.916315329579,12,2
6384,23,11,1-23-2017-011-09,9,1,,,,,,,,,,,33,38,,,124,,,,,,9,11,,,,,887,2053.11636469303,5,2
6384,23,11,1-23-2017-011-09,9,2,,,,,,,,,,,39,40,,,121,,,,,,12,18,,,,,887,2053.11636469303,5,2
6403,17,13,1-17-2017-013-03,3,1,,,,,,,,,,,50,50,,,,,,887,887,887,9,17,,9,47,,,612.631533710336,4,2
6411,33,13,1-33-2017-013-07,7,1,,,,,,,,,,,39,,,,89,,,,,,,,,,,,887,357.52833036051,12,2
6409,13,13,1-13-2017-013-05,5,3,,,,,,,,,,,55,55,,,122,,,,,,,,,,,,887,262.308352012858,7,2
6404,21,7,1-21-2017-007-06,6,2,,,,,,,,,,,,,,,146,,,,,,,,,,,,887,316.484359499137,11,2
6407,22,16,1-22-2017-016-09,9,1,,,260,95,,,,260,95,,20,35,,,119,,,48,,,,,108,7,38,71,887,325.053587549725,12,2
6416,30,16,1-30-2017-016-09,9,1,,,,,,,,,,,,,,,146,,,,,,,,,,,,887,2649.49636731665,10,2
6412,22,17,1-22-2017-017-10,10,1,,84,248,60,,,60,248,84,,,,145,143,96,,,118,,,,,98,,39,73,887,1639.04322553469,12,2
6413,20,13,1-20-2017-013-01,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,63.4947991626658,11,2
6415,20,14,1-20-2017-014-04,4,1,,,,,,,,,,,,,,,118,,,,,,,,,,,,887,854.963439692126,11,2
6415,20,14,1-20-2017-014-04,4,2,,,,,,,,,,,,,,,,,,54,,,,,,,,,887,854.963439692126,11,2
6418,26,7,1-26-2017-007-06,6,1,,,,,,,,,,,40,,,,130,,,,,,,,,,,,887,2711.20999557033,10,2
6418,26,7,1-26-2017-007-06,6,2,,,260,,,,,,,,,,,,,,,,,,10,20,110,,,,887,2711.20999557033,10,2
6421,30,18,1-30-2017-018-07,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1668.60546069685,10,2
6421,30,18,1-30-2017-018-07,7,2,,,,,,,,,,,40,,,,105,,,,,,,,,,,,887,1668.60546069685,10,2
6430,32,15,1-32-2017-015-07,7,1,,,280,,,,,,,,42,48,160,160,126,,,,,,,,,,,,887,4484.46946459665,7,2
6431,32,16,1-32-2017-016-07,7,2,,,,,,,,,,,,50,,,,,,887,887,887,,,,,,,323,4484.46946452231,7,2
6425,23,13,1-23-2017-013-03,3,1,,,,,,,,,,,,54,,,,,,11,31,,,,,,,,887,85.0315432743198,5,2
6425,23,13,1-23-2017-013-03,3,2,,,,,,,,,,,41,,,,120,,,,,,,,,,,,887,85.0315432743198,5,2
6432,16,15,1-16-2017-015-07,7,2,,,,,,,,,,,,,,,117,,,887,887,887,,,,,,,,734.998719461866,5,2
6438,12,9,1-12-2017-009-06,6,1,,90,369,110,,,90,369,110,,49,,,,90,,,887,887,887,,,,,,,,1810.24026052966,9,2
6438,12,9,1-12-2017-009-06,6,2,,77,267,75,,,71,265,75,,38,,,,79,,,,,,,,,,,,887,1810.24026052966,9,2
6423,11,3,1-11-2017-003-03,3,1,,,,,,,,378,,,,52,,,,,,887,887,887,,,,,,,288,2276.03898279806,8,2
6435,24,16,1-24-2017-016-03,3,1,,,,,,,,,,,75,71,,,128,,,887,887,887,,,,,,,,427.577486399433,1,2
6435,24,16,1-24-2017-016-03,3,2,76,,354,120,,,80,337,112,,71,66,178,169,,,,,,,23,18,166,7,55,95,887,427.577486399433,1,2
6435,24,16,1-24-2017-016-03,3,3,,,,,,,,,,,32,32,,,81,,,,,,,,,,,,887,427.577486399433,1,2
6441,17,14,1-17-2017-014-04,4,2,,,,,,,,,,,38,40,,,,,,,,,12,20,,,,,887,2564.73694398389,4,2
6442,21,8,1-21-2017-008-03,3,1,,,,,,,,,,,,,,,,,,,,,10,22,108,,,,887,708.688785823217,11,2
6443,16,17,1-16-2017-017-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,215.084301581733,5,2
6447,23,15,1-23-2017-015-10,10,1,,,,,,,,,,,38,42,,,140,,,,,,,,,,,,887,1418.50836194943,5,2
6445,13,15,1-13-2017-015-03,3,1,,,,,,,,,,,42,44,,,137,,,,,,,,,,,,887,1777.44237550816,7,2
6449,22,19,1-22-2017-019-03,3,2,,89,258,108,,,89,258,108,,,,154,154,120,,,,51,,,,107,,36,79,887,102.421249359163,12,2
6445,13,15,1-13-2017-015-03,3,3,,,,,,,,,,,40,,,,,,,,,,,,,,,,887,1777.44237550816,7,2
6451,33,14,1-33-2017-014-03,3,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,138.480705828584,12,2
6452,33,15,1-33-2017-015-03,3,2,,,,,,,,,,,,49,,,,,,,,,,,,,,,887,138.480705828584,12,2
6439,19,23,1-19-2017-023-05,5,1,,,,,,,,,,,30,,,,131,,,887,887,887,,,,,,,210,89.4645054440963,9,2
6439,19,23,1-19-2017-023-05,5,2,,,,,,,,,,,,25,,,107,,,49,,,,,,,,,887,89.4645054440963,9,2
6440,19,24,1-19-2017-024-08,8,2,,,,,,,,,,,36,32,147,146,111,,,,,,,,,,,,887,795.128919812537,9,2
6448,22,18,1-22-2017-018-06,6,1,,,,,,,,,,,999,,,,129,85,70,60,55,90,,,,,,,887,156.071189007572,12,2
6444,13,14,1-13-2017-014-02,2,1,,,,,,,,,,,55,57,,,99,,,,,,,,,,,,887,138.181072664633,7,2
6455,20,16,1-20-2017-016-06,6,1,,,,,,,,,,,999,999,,,116,,,55,,,,,,,,,887,278.965886520453,11,2
6448,22,18,1-22-2017-018-06,6,2,,,,,,,,,,,999,,,,119,,,,,,,,,,,,887,156.071189007572,12,2
6456,15,9,1-15-2017-009-03,3,1,,,275,,,,,,,,,,,,,,,,,,12,19,121,,,,887,657.51132098465,1,2
6459,29,7,1-29-2017-007-04,4,1,,,,,,,,,,,58,,,,125,,,,,,,,,,,,887,931.467185893316,2,2
6459,29,7,1-29-2017-007-04,4,2,,,,,,,65,270,80,,,,,,,,,,,,11,14,,,,,887,931.467185893316,2,2
6424,11,4,1-11-2017-004-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,116,887,887,887,887,887,887,887,887,887,887,887,887,2276.03898279806,8,2
6424,11,4,1-11-2017-004-03,3,2,,,,,,,,,,,24,,,,110,,,56,,,,,,,,,887,2276.03898279806,8,2
6462,14,10,1-14-2017-010-07,7,2,,,,,,,,,,,,,,,119,,,,,,,,,,,,887,2445.71364449741,8,2
6465,30,19,1-30-2017-019-07,7,1,,,,,,,,,,,,,,,105,,,,,,,,,,,,887,2879.14494966816,10,2
6465,30,19,1-30-2017-019-07,7,2,,,,,,,,,,,40,,,,137,,,887,887,887,,,,,,,,2879.14494966816,10,2
6464,24,18,1-24-2017-018-10,10,1,,,,,,,,,,,48,50,,,129,,,887,887,887,,,,,,,,8564.08223958803,1,2
6466,30,20,1-30-2017-020-03,3,2,,,,,,,,,,,,,,162,,,,999,14,,,,,,,,887,703.266783634125,10,2
6429,28,8,1-28-2017-008-01,1,1,,,294,,,,,295,,,24,45,,,122,,,,,,6,21,121,4,56,79,887,180.151427141869,3,2
6475,12,10,1-12-2017-010-02,2,1,,,999,,,,,,,,,,,,,,,,,,999,999,999,,,,887,564.8233251094,9,2
6475,12,10,1-12-2017-010-02,2,2,,90,265,105,,,98,260,105,,44,44,158,157,,,,,,,11,18,127,5,38,78,887,564.8233251094,9,2
6474,24,20,1-24-2017-020-02,2,2,,,264,,,,,,,,38,41,,,,,,,,,14,25,,,,,887,112.524080732891,1,2
6473,24,19,1-24-2017-019-02,2,1,,,254,,,,,262,,,,,148,148,,,,,,,,,103,9,39,80,887,89.5901504128533,1,2
6477,14,11,1-14-2017-011-02,2,1,,,,,,,,,,,40,,,,112,,,,,,,,,,,,887,309.96875591204,8,2
6477,14,11,1-14-2017-011-02,2,2,,88,292,102,,,88,292,102,,,,,,,,,,,,10,15,,8,,,887,309.96875591204,8,2
6483,32,17,1-32-2017-017-06,6,1,,,270,,,,,266,,,42,48,148,151,89,,,,,,10,20,115,,,,887,2740.3603878526,7,2
6483,32,17,1-32-2017-017-06,6,2,,,,,,,,,,,42,20,146,149,,,,132,,,,,130,,,,887,2740.3603878526,7,2
6485,23,17,1-23-2017-017-04,4,2,,,,,,,,,,,43,,,,130,,,,,,,,,,,,887,625.370841793766,5,2
6486,16,18,1-16-2017-018-05,5,1,,,263,,,,,251,,,41,,,,107,,,,,,13,,118,,,,887,104.057145788765,5,2
6487,16,19,1-16-2017-019-07,7,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,2086.5953295507,5,2
6489,27,2,1-27-2017-002-03,3,1,,,,,,,,,,,,,,,104,,,,,,,,,,,,887,78.5353089938537,3,2
6499,29,8,1-29-2017-008-06,6,1,,,,,,,,,,,46,,,,132,,,887,887,887,,,,,,,,540.088905136712,2,2
6495,21,9,1-21-2017-009-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1387.46155259324,11,2
6501,22,21,1-22-2017-021-03,3,1,,,,,,,,,,,,,,,121,,,,,,11,13,104,10,36,89,887,112.459425941152,12,2
6505,31,7,1-31-2017-007-04,4,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,2792.73572987369,6,2
6492,17,15,1-17-2017-015-04,4,1,,,,,,,,,,,,,,,,,,,,,15,20,,,,,887,2396.01535024564,4,2
6492,17,15,1-17-2017-015-04,4,3,,,277,,,,,277,,,,,,,121,,,,,,11,18,,,,,887,2396.01535024564,4,2
6497,19,25,1-19-2017-025-05,5,1,,,,,,,,,,,18,,,,122,,,,,,,,,,,,887,253.139564629783,9,2
6497,19,25,1-19-2017-025-05,5,2,,,,,,,,,,,,50,,,,,,887,887,887,,,,,,,300,253.139564629783,9,2
6476,28,9,1-28-2017-009-06,6,1,,,281,,,,,281,,,46,42,,,106,,,,,,,,,,,,887,282.498055025382,3,2
6476,28,9,1-28-2017-009-06,6,2,,,286,,,,,286,,,44,40,,,123,,,14,30,,,,,,,,887,282.498055025382,3,2
6476,28,9,1-28-2017-009-06,6,3,,,260,,,,,260,,,42,26,,,,,,49,,,,,,,,,887,282.498055025382,3,2
6510,33,16,1-33-2017-016-05,5,1,,,,,,,,,,,,,,,,,,,,,6,12,,16,45,,887,68.0497986758237,12,2
6500,22,20,1-22-2017-020-09,9,2,,93,303,111,,,93,303,111,,,,160,163,,91,,,,264,,,136,,51,82,887,795.828383252832,12,2
6500,22,20,1-22-2017-020-09,9,3,,95,263,111,,,95,263,111,,,,145,144,122,,,999,,,,,112,,39,73,887,795.828383252832,12,2
6498,19,26,1-19-2017-026-05,5,2,,,,,,,,,,,,50,,,,,,887,887,887,,,,,,,300,253.139564629783,9,2
6493,13,16,1-13-2017-016-04,4,1,,,271,,,,,,,,45,43,,,121,,,,,,12,17,,,,,887,2740.02107410605,7,2
6493,13,16,1-13-2017-016-04,4,2,,,,,,,,,,,43,44,,,126,,,,,,,,,,,,887,2740.02107410605,7,2
6508,20,17,1-20-2017-017-04,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1176.72254964077,11,2
6511,33,17,1-33-2017-017-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,246.408660052814,12,2
6509,20,18,1-20-2017-018-08,8,1,,,,,,,,,,,,,,,135,,,887,887,887,,,,,,,,306.994221458313,11,2
6482,10,11,1-10-2017-011-03,3,1,,92,273,110,,,92,273,110,,11,11,158,165,147,,,,,,,,,5,33,80,887,157.312954998393,4,2
6503,30,22,1-30-2017-022-02,2,1,,,,,,,,,,,45,,,,132,,,887,887,887,,,,,,,,80.1948085112166,10,2
6515,30,21,1-30-2017-021-06,6,1,,,,,,,,,,,,,,,101,,,,,,,,,,,,887,1771.20478471158,10,2
6515,30,21,1-30-2017-021-06,6,2,,92,,,,,,270,,,33,,,,111,,,,,,,,,8,43,80,887,1771.20478471158,10,2
6496,26,10,1-26-2017-010-06,6,1,,,,,,,,,,,,,,,104,,,,,,,,,,,,887,2568.83600284856,10,2
6516,23,18,1-23-2017-018-03,3,2,,,,,,,,,,,42,39,,,,,,44,,,,,,,,,887,175.276009767455,5,2
6488,25,4,1-25-2017-004-03,3,1,,,,,,,,,,,39,,,,106,,,,,,,,,,,,887,239.202737091011,2,2
6488,25,4,1-25-2017-004-03,3,3,,,,,,,,,,,38,42,,,112,,,13,,,,,,,,,887,239.202737091011,2,2
6488,25,4,1-25-2017-004-03,3,4,,,,,,,,,,,,40,,,,,,50,,,,,,,,,887,239.202737091011,2,2
6525,24,21,1-24-2017-021-03,3,1,,74,270,,,,67,244,,,,,152,151,,,,,,,10,21,111,6,40,70,887,494.857893190686,1,2
6523,23,19,1-23-2017-019-06,6,1,,,,,,,,,,,65,,,,130,,,887,887,887,11,16,,9,43,,,299.441769836291,5,2
6531,32,19,1-32-2017-019-07,7,1,,,276,,,,,276,,,,,,,117,,,,,,11,23,131,,,,887,5536.09702917442,7,2
6531,32,19,1-32-2017-019-07,7,2,,,260,,,,,260,,,32,54,147,145,112,,,,,,,,,,,,887,5536.09702917442,7,2
6524,23,20,1-23-2017-020-06,6,2,,,,,,,,,,,36,42,,,108,,,,,,,,,,,,887,299.441769836291,5,2
6523,23,19,1-23-2017-019-06,6,2,,,,,,,,,,,30,,,,125,,,,,,14,25,,,,,887,299.441769836291,5,2
6526,24,22,1-24-2017-022-06,6,1,,,,,,,,,,,43,43,,,,,,,,,,,,,,,887,959.779082034474,1,2
6532,32,20,1-32-2017-020-07,7,3,,,,,,,,,,,48,,,,130,,,,,,,,,,,,887,5536.09702917442,7,2
6534,11,8,1-11-2017-008-03,3,1,,,,,,,,,,,18,,,,104,,,,,,,,,,,,887,672.058865672227,8,2
6535,19,27,1-19-2017-027-05,5,1,,,,,,,,280,,,46,29,,,,,,,,,15,24,,,,,887,98.2578456106775,9,2
6535,19,27,1-19-2017-027-05,5,2,,,,,,,,,,,46,55,,,112,,,,,,,,,,,,887,98.2578456106775,9,2
6538,29,9,1-29-2017-009-09,9,1,,,,,,,,,,,,,,,121,,,,,,,,,,,,887,2720.74723027127,2,2
6539,31,8,1-31-2017-008-10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,2147.68433674278,6,2
6541,17,16,1-17-2017-016-05,5,1,,,308,,,,,310,,,50,50,,,,,,887,887,887,11,14,,,,,,108.179886824118,4,2
6541,17,16,1-17-2017-016-05,5,2,,,,,,,,,,,46,48,,,81,,,,,,,,,,,,887,108.179886824118,4,2
6540,13,19,1-13-2017-019-04,4,1,,,,,,,,270,,,46,53,,,,,,,,,12,12,,,,,887,12110.5904325543,7,2
6547,33,19,1-33-2017-019-06,6,1,,,,,,,,277,,,,,,,,,,,,,,,,,,,887,72.700709413549,12,2
6547,33,19,1-33-2017-019-06,6,2,,,,,,,,,,,43,,,,101,,,,,,8,15,,,,,887,72.700709413549,12,2
6542,21,10,1-21-2017-010-10,10,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,6259.16606446051,11,2
6542,21,10,1-21-2017-010-10,10,3,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,6259.16606446051,11,2
6542,21,10,1-21-2017-010-10,10,4,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,6259.16606446051,11,2
6543,18,11,1-18-2017-011-06,6,2,,,,,,,,,,,54,,,,106,,,,,,,,,,,,887,726.609016579401,6,2
6546,33,18,1-33-2017-018-09,9,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,236.895912389065,12,2
6549,20,20,1-20-2017-020-09,9,1,,,,,,,,,,,,,,,105,,,,,,,,,,,,887,1367.98268811992,11,2
6544,22,22,1-22-2017-022-08,8,1,,90,287,110,,,90,297,110,,,,158,158,131,,,,,163,,,123,,48,85,887,135.032270274358,12,2
6552,30,23,1-30-2017-023-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,115,887,887,887,887,887,887,887,110,887,887,887,887,810.321396969417,10,2
6553,30,24,1-30-2017-024-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,133,887,887,887,887,887,887,887,887,887,887,887,887,1571.62194883339,10,2
6553,30,24,1-30-2017-024-06,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1571.62194883339,10,2
6559,19,29,1-19-2017-029-01,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,184.563696977828,9,2
6562,28,11,1-28-2017-011-07,7,1,,,310,,,,,298,,,31,29,,,,,,,,,10,24,135,,,,887,168.252974989278,3,2
6561,10,13,1-10-2017-013-08,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,156.187325841593,4,2
6565,14,13,1-14-2017-013-05,5,2,,,,,,,,,,,38,,,,118,,,,,,,,,,,,887,540.041554256908,8,2
6564,26,12,1-26-2017-012-08,8,1,,,,,,,,,,,19,,,,112,,,,,,,,,,,,887,356.843626018262,10,2
6563,10,14,1-10-2017-014-05,5,1,,72,249,86,,,86,249,72,,,,147,147,100,,,,,121,,,,,,,887,32.2382822714342,4,2
6570,23,22,1-23-2017-022-10,10,1,,,,,,,,,,,33,,,,119,,,,,,,,,,,,887,3271.52699969684,5,2
6576,32,21,1-32-2017-021-10,10,1,,,353,,,,,353,,,,,,,,,,887,887,887,7,16,,,,,285,20830.7351125155,7,2
6577,32,22,1-32-2017-022-02,2,2,,,249,,,,,249,,,40,54,146,145,99,,,,,,,,,,,,887,196.43347976677,7,2
6579,16,23,1-16-2017-023-09,9,2,,,,,,,,,,,,46,,,,,,25,32,163,,,,,,,887,2493.79772418503,5,2
6575,24,24,1-24-2017-024-03,3,2,,,278,,,,,,,,43,43,,,,,,,,,11,20,121,,,,887,735.383720617199,1,2
6574,24,23,1-24-2017-023-06,6,1,,71,312,,,,,326,,,38,,149,146,128,,,887,887,887,7,29,,9,43,74,,1426.27999266478,1,2
6568,29,10,1-29-2017-010-04,4,1,,73,264,78,,,,,,,35,,,,117,90,58,50,72,88,999,999,114,,,,887,1735.62976673693,2,2
6584,19,31,1-19-2017-031-05,5,1,,,,,,,,,,,42,36,,,116,,,,,,,,,,,,887,79.9848995102589,9,2
6588,17,17,1-17-2017-017-03,3,1,,,,,,,,,,,46,44,,,105,,,,,,,,,,,,887,385.218602647092,4,2
6589,21,11,1-21-2017-011-03,3,1,,,328,,,,,,,,,,,,132,,,,,,14,20,123,,,,887,1144.07539125013,11,2
6589,21,11,1-21-2017-011-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,82,887,887,887,887,887,887,887,163,887,887,887,887,1144.07539125013,11,2
6590,13,20,1-13-2017-020-02,2,2,,,,,,,,,,,41,42,,,117,,,,,,,,,,,,887,154.194404246931,7,2
6591,13,21,1-13-2017-021-02,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,154.194404246395,7,2
6592,18,12,1-18-2017-012-04,4,1,,,275,,,,,,,,48,,,,130,,,,,,13,17,,,,,887,2398.10824569296,6,2
6592,18,12,1-18-2017-012-04,4,2,,,306,,,,,,,,32,,,,140,52,,,,,12,17,,,,,887,2398.10824569296,6,2
6599,31,10,1-31-2017-010-08,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,533.585408156618,6,2
6596,22,25,1-22-2017-025-03,3,1,,95,291,107,,,93,295,107,,38,55,,,138,,,,,,15,25,130,15,43,103,887,166.374615766795,12,2
6593,33,20,1-33-2017-020-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,100.559359139715,12,2
6595,22,24,1-22-2017-024-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,137,887,887,887,887,887,887,887,887,887,887,887,887,166.374615758244,12,2
6595,22,24,1-22-2017-024-03,3,2,,98,285,100,,,98,285,100,,,38,161,161,107,,,,,225,,,125,,48,82,887,166.374615758244,12,2
6597,20,21,1-20-2017-021-06,6,2,,,,,,,,283,,,,,,,,,,,,,9,27,120,,,,887,282.610005265362,11,2
6604,30,25,1-30-2017-025-10,10,2,,76,220,110,,,,,,,,,,,,,,,,,,,,,,,887,13435.6884497832,10,2
6569,23,21,1-23-2017-021-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,55,887,887,887,887,887,887,887,887,887,699.703135984848,5,2
6569,23,21,1-23-2017-021-04,4,2,,,,,,,,,,,30,48,,,120,,,,,,,,,,,,887,699.703135984848,5,2
6606,16,24,1-16-2017-024-02,2,1,,,257,,,,,,,,,,,,117,,,,,,25,10,111,,,,887,33.6880899958945,5,2
6606,16,24,1-16-2017-024-02,2,2,,,,,,,,,,,,,,,138,,,,,,,,122,,,,887,33.6880899958945,5,2
6607,20,23,1-20-2017-023-07,7,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,617.382947941919,11,2
6607,20,23,1-20-2017-023-07,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,617.382947941919,11,2
6609,19,32,1-19-2017-032-03,3,2,,,,,,,,,,,24,,,,90,,,,,,12,22,,,,,887,513.152051795953,9,2
6612,26,14,1-26-2017-014-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,465.931177218506,10,2
6591,13,21,1-13-2017-021-02,2,3,,,,,,,,,,,40,42,,,129,,,,,,,,,,,,887,154.194404246395,7,2
6567,28,12,1-28-2017-012-10,10,1,,,238,,,,,236,,,46,40,,,,,,,,,9,3,137,8,47,73,887,2590.76862324372,3,2
6618,14,15,1-14-2017-015-03,3,1,,,,,,,53,265,76,,,,,,101,,,,,,15,20,110,7,43,67,887,1955.82995505533,8,2
6623,24,25,1-24-2017-025-03,3,1,,,284,,,,,290,,,,,,,,,,,,,7,22,127,,,,887,239.026381563295,1,2
6623,24,25,1-24-2017-025-03,3,2,,,,,,,,,,,34,,147,145,125,,,,,,,,,,36,71,887,239.026381563295,1,2
6626,32,24,1-32-2017-024-03,3,1,,,368,,,,,,,,54,62,172,172,133,,,887,887,887,10,30,123,,,,,1645.37305184523,7,2
6628,10,18,1-10-2017-018-04,4,2,,,,,,,,,,,,,,,,,,60,,,,,,,,,887,602.831138879679,4,2
6630,29,11,1-29-2017-011-05,5,1,,64,260,84,,,,,,,,,,,,,,,,,10,16,120,,,,887,152.522591818328,2,2
6630,29,11,1-29-2017-011-05,5,2,,,,,,,,,,,70,,,,118,,,,,,,,,,,,887,152.522591818328,2,2
6631,16,25,1-16-2017-025-02,2,1,,,,,,,,261,,,,,,,120,,,,,,11,27,105,,,,887,47.7728281997967,5,2
6631,16,25,1-16-2017-025-02,2,2,,,230,,,,,254,,,,,,,,,,,,,8,4,146,,,,887,47.7728281997967,5,2
6632,16,26,1-16-2017-026-09,9,1,,,251,,,,,252,,,,,155,154,124,,,,,,,,118,,,,887,3536.43588155501,5,2
6619,11,11,1-11-2017-011-08,8,2,,,,,,,90,312,113,,,44,,,,,,887,887,887,,,,,,,202,613.015996269852,8,2
6621,23,23,1-23-2017-023-03,3,2,,,,,,,,,,,65,,,,130,,,887,887,887,,,,,,,,172.982897000037,5,2
6636,21,12,1-21-2017-012-10,10,1,,,256,,,,,248,,,34,,,,111,,,,,,11,19,110,,,,887,659.484360387901,11,2
6638,22,27,1-22-2017-027-08,8,1,,85,267,92,,,85,267,92,,40,,150,149,101,,,56,,,,,104,,38,72,887,80.6002942375415,12,2
6638,22,27,1-22-2017-027-08,8,2,,82,310,122,,,82,310,122,,,48,146,146,121,,,887,887,887,,,114,,42,73,210,80.6002942375415,12,2
6641,20,25,1-20-2017-025-03,3,1,,,,,,,,,,,,,,,123,,,887,887,887,,,,,,,,294.809584050771,11,2
